A,B,C,D,E,F,G,H,I,J,L,M,Monto,N,O,P,Q,R,S,Fraude
0,5,48518,0,0,0.0,0.0,0,0,18,0,7,0.0,1,0,4,0.0,0.0,2.24,1
0,8,52616,0,0,0.0,0.0,0,0,0,0,5,0.0,1,0,1,0.0,0.0,31.57,1
0,4,155164,0,2,0.056,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,2.14,1
0,9,22570,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,49.57,1
0,9,28358,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,1,0.0,0.0,8.83,1
0,7,5267,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,19.6,1
3,11,6720,0,0,0.0,0.0,0,0,0,3,4,590.01,4,0,4,590.01,590.01,44.77,1
0,18,65952,0,4,0.0,0.0,0,4,2,0,3,0.0,1,0,1,0.0,0.0,94.89,1
0,12,3769,0,0,0.0,0.0,0,0,0,0,1,0.0,1,1,3,0.0,0.0,26.11,1
1,9,1591,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,35.51,1
0,12,17263,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,3,0.0,0.0,32.16,1
0,7,15546,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,28.63,1
0,9,88589,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,90.68,1
0,4,46,0,3,0.062,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,4.6,1
0,13,9614,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,4,0.0,0.0,56.29,1
1,1,5826,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,30.72,1
0,7,5566,0,0,0.0,0.0,0,0,7,1,1,67.2,1,0,4,67.2,67.2,21.19,1
0,8,9497,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,52.32,1
0,15,2379,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,20.37,1
0,10,6408,0,0,0.0,0.0,0,0,0,0,6,0.0,1,0,3,0.0,0.0,17.37,1
0,9,4602,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,24.58,1
1,14,19789,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,4,0.0,0.0,82.76,1
0,6,76930,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,27.34,1
0,6,17163,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,20.4,1
3,8,34,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,14.57,1
0,19,4398,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,4,0.0,0.0,15.94,1
0,12,24680,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,34.71,1
0,16,29680,0,0,0.0,0.0,0,0,18,0,5,0.0,1,0,3,0.0,0.0,98.9,1
0,6,889,0,0,0.0,0.0,0,0,7,1,2,0.0,2,0,1,0.0,0.0,11.82,1
0,7,120777,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,18.02,1
0,17,37646,0,0,0.0,0.0,0,0,18,1,1,0.0,1,0,1,0.0,0.0,91.22,1
0,6,59075,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,11.71,1
0,16,388,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,49.02,1
0,15,9198,0,1,0.062,0.0,0,0,2,0,3,0.0,1,0,6,0.0,0.0,29.43,1
0,5,5082,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,3,0.0,0.0,84.42,1
0,4,1831,0,0,0.0,0.0,0,0,0,2,3,0.0,1,0,1,0.0,0.0,34.22,1
1,11,1836,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,57.32,1
0,1,26959,0,0,0.0,0.0,0,0,7,1,1,0.0,1,0,3,0.0,0.0,0.42,1
0,12,4231,0,0,0.0,0.0,0,0,2,1,1,86.24,1,0,1,86.24,86.24,82.84,1
0,8,43723,0,3,0.003,0.0,0,3,0,0,1,0.0,1,0,5,0.0,0.0,97.62,1
0,14,4143,0,0,0.0,0.0,0,0,2,2,1,0.0,1,0,3,0.0,0.0,52.6,1
0,6,5653,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,10.78,1
1,9,457005,0,0,0.0,0.0,0,0,2,2,3,0.0,1,0,3,0.0,0.0,43.89,1
0,10,5513,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,8.9,1
0,20,11611,0,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,59.58,1
0,5,375709,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,46.95,1
2,9,20603,0,0,0.0,0.0,0,0,2,1,2,0.0,2,0,1,0.0,0.0,43.38,1
0,11,22404,0,0,0.0,0.0,0,0,18,1,2,0.0,2,0,1,0.0,0.0,27.68,1
0,7,2621,1,0,0.0,0.125,0,0,0,0,2,0.0,1,0,1,0.0,0.0,33.98,1
0,3,17021,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,13.58,1
1,16,60614,0,3,0.06,0.0,0,1,0,0,1,0.0,1,0,2,0.0,0.0,15.2,1
1,6,357914,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,27.6,1
0,8,12524,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,45.83,1
1,7,13,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,11.38,1
0,9,378,0,0,0.0,0.0,0,0,18,0,1,0.0,1,0,3,0.0,0.0,30.02,1
0,7,8,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,29.0,1
0,18,17352,0,0,0.0,0.0,0,0,2,0,3,0.0,1,1,3,0.0,0.0,99.69,1
0,5,66950,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,38.3,1
0,9,519,0,0,0.0,0.0,0,0,17,3,3,0.0,1,0,5,0.0,0.0,46.07,1
1,8,102815,0,0,0.0,0.0,0,0,0,0,2,0.0,1,2,3,0.0,0.0,34.9,1
0,5,45428,0,0,0.0,0.0,0,0,0,1,2,0.0,1,0,2,0.0,0.0,24.9,1
0,12,80520,4,4,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,89.26,1
0,7,13986,0,1,0.024,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,24.77,1
3,13,6107,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,37.82,1
0,5,1197,0,6,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,86.42,1
0,6,883,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,15.54,1
0,9,311,0,0,0.0,0.0,0,0,17,1,2,135.79,2,0,1,135.79,135.79,14.94,1
0,5,57916,3,0,0.0,0.667,0,0,2,1,1,0.0,1,0,1,0.0,0.0,36.89,1
0,13,59630,0,0,0.0,0.0,0,0,7,0,3,0.0,1,0,5,0.0,0.0,17.85,1
0,8,2158,2,1,0.0,0.0,1,0,0,0,2,0.0,1,0,2,0.0,0.0,5.56,1
0,16,9129,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,93.16,1
0,9,444961,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,13.56,1
0,3,23,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,13.33,1
0,14,3,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,89.8,1
0,1,3931,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,1.03,1
4,20,87534,0,0,0.0,0.0,0,0,7,2,3,0.0,1,0,2,0.0,0.0,33.12,1
1,2,27482,0,2,0.5,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,27.23,1
0,5,560,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,6.67,1
0,15,77464,0,1,0.0,0.0,0,0,2,0,1,0.0,1,0,3,0.0,0.0,6.26,1
0,7,1402,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,28.72,1
0,13,2152,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,22.25,1
0,10,8998,0,1,0.002,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,91.8,1
1,16,55,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,60.02,1
1,3,102801,0,1,0.025,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,22.99,1
0,13,3034,0,0,0.0,0.0,0,0,18,0,3,0.0,1,0,4,0.0,0.0,0.85,1
0,7,19079,0,4,0.417,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,6.69,1
2,6,121507,0,3,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,16.41,1
0,14,11073,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,29.58,1
0,20,574,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,59.52,1
0,17,2246,0,2,0.07,0.0,0,0,7,0,2,0.0,1,0,4,0.0,0.0,66.19,1
0,12,60545,0,4,0.014,0.0,0,4,2,0,1,0.0,1,0,1,0.0,0.0,94.66,1
0,8,66240,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,55.34,1
1,11,86806,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,87.42,1
0,6,5314,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,26.27,1
0,5,325792,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,84.93,1
0,7,394,0,0,0.0,0.0,0,0,17,0,1,0.0,1,0,1,0.0,0.0,41.15,1
0,16,42535,4,0,0.0,0.014,3,0,0,1,1,0.0,1,0,1,0.0,0.0,41.52,1
0,3,765,0,0,0.0,0.0,0,0,2,3,3,0.0,3,0,5,0.0,0.0,13.99,1
1,5,51551,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,39.23,1
0,6,3622,0,2,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,21.11,1
0,16,2482,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,15.84,1
0,3,443048,0,4,0.006,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,4.18,1
0,5,46299,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,39.46,1
0,12,52986,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,84.36,1
3,13,381893,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,5,0.0,0.0,26.37,1
1,14,837,2,14,0.002,0.0,2,8,2,1,1,0.0,1,0,3,0.0,0.0,99.05,1
2,2,80837,0,1,0.013,0.0,0,0,0,0,4,0.0,1,0,4,0.0,0.0,18.57,1
1,12,102855,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.21,1
0,8,17157,0,0,0.0,0.0,0,0,0,1,1,45.1,1,0,1,45.1,45.1,15.31,1
0,6,33571,0,0,0.0,0.0,0,0,0,1,1,79.6,1,0,1,79.6,79.6,96.78,1
0,6,93295,0,0,0.0,0.0,0,0,17,1,2,0.0,2,0,1,0.0,0.0,13.73,1
0,6,120,0,0,0.0,0.0,0,0,17,0,1,0.0,1,0,2,0.0,0.0,52.27,1
0,3,2031,0,0,0.0,0.0,0,0,0,0,4,0.0,1,0,5,0.0,0.0,6.29,1
0,15,99163,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,98.82,1
0,6,119,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,10.5,1
1,5,87223,0,0,0.0,0.0,0,0,17,0,4,0.0,1,0,1,0.0,0.0,38.63,1
0,9,2361,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,11.21,1
0,8,1315,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,6.3,1
0,16,76708,0,6,0.0,0.0,0,3,2,1,3,0.0,1,0,2,0.0,0.0,88.45,1
2,17,7398,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,90.04,1
0,16,551,0,0,0.0,0.0,0,0,0,0,7,0.0,1,0,5,0.0,0.0,92.97,1
3,11,76056,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,80.85,1
0,3,310356,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,38.27,1
0,14,1317,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,32.32,1
0,7,96,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,6.59,1
0,6,93605,0,0,0.0,0.0,0,0,0,0,5,0.0,1,0,2,0.0,0.0,7.78,1
0,5,1442,0,0,0.0,0.0,0,0,7,1,1,0.0,1,0,1,0.0,0.0,16.11,1
0,14,8340,0,0,0.0,0.0,0,0,18,0,2,0.0,1,0,3,0.0,0.0,21.97,1
0,16,27264,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,91.84,1
0,10,326995,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,11.75,1
1,17,45500,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,60.75,1
0,11,448836,0,1,0.007,0.0,0,0,18,0,1,0.0,1,0,7,0.0,0.0,15.66,1
0,6,1765,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,98.16,1
0,7,3432,0,0,0.0,0.0,0,0,17,0,1,0.0,1,0,1,0.0,0.0,50.4,1
0,18,12353,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,37.16,1
0,11,0,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,51.87,1
0,15,24873,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,26.31,1
0,10,20865,0,1,0.003,0.0,0,0,17,0,1,0.0,1,0,1,0.0,0.0,60.35,1
0,8,3766,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,10.26,1
0,18,20377,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,10.02,1
0,7,4450,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,2,0.0,0.0,27.99,1
0,3,309,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,34.3,1
0,10,1021,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,27.28,1
0,11,538,0,4,0.0,0.0,0,0,7,1,1,0.0,2,0,2,0.0,0.0,42.28,1
0,3,7575,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,53.7,1
0,1,1022,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.91,1
0,9,4799,0,0,0.0,0.0,0,0,17,1,2,0.0,2,0,1,0.0,0.0,35.37,1
0,3,21150,0,3,0.25,0.0,0,0,7,2,4,34.38,2,0,4,34.38,34.38,0.38,1
0,13,25,0,0,0.0,0.0,0,0,0,1,2,0.0,2,0,1,0.0,0.0,88.0,1
3,12,114343,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,18.74,1
1,10,16675,0,1,0.04,0.0,0,0,2,0,3,0.0,1,0,4,0.0,0.0,18.48,1
0,13,4736,0,3,0.019,0.0,0,3,7,0,2,0.0,1,0,3,0.0,0.0,38.8,1
0,5,5735,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,18.18,1
0,13,0,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,70.36,1
3,4,14868,0,0,0.0,0.0,0,0,0,2,1,0.0,1,0,1,0.0,0.0,11.6,1
1,9,63821,5,0,0.0,0.002,5,0,2,1,1,0.0,1,0,1,0.0,0.0,87.59,1
0,3,2882,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,33.77,1
0,10,7807,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,78.83,1
0,16,8407,0,1,0.019,0.0,0,1,0,0,1,0.0,1,0,1,0.0,0.0,16.15,1
0,7,4532,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,21.76,1
1,19,11676,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,60.72,1
0,9,13317,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,74.51,1
0,3,660,0,0,0.0,0.0,0,0,0,2,2,863.6,2,0,4,863.6,863.6,22.6,1
0,10,18063,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,26.31,1
4,12,14256,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,50.32,1
0,8,5726,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,9.94,1
0,16,3,0,4,0.004,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,82.84,1
0,9,388127,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,35.21,1
0,15,33936,0,1,0.002,0.0,0,1,0,1,1,94.86,1,0,1,94.86,94.86,17.36,1
0,3,2943,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,18.29,1
0,9,177201,0,5,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,83.33,1
0,19,9640,1,1,0.014,0.0,1,0,18,0,3,0.0,1,0,3,0.0,0.0,84.78,1
0,15,857,0,4,0.0,0.0,0,2,2,1,1,0.0,1,0,4,0.0,0.0,59.81,1
0,7,1120,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,2.82,1
0,6,1123,0,0,0.0,0.0,0,0,13,1,3,0.0,3,0,1,0.0,0.0,10.46,1
0,2,10395,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,25.46,1
0,13,637,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,1,0.0,0.0,56.28,1
0,5,679,0,0,0.0,0.0,0,0,7,1,1,0.0,1,0,1,0.0,0.0,10.35,1
0,9,1758,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,25.15,1
0,11,78351,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,13.78,1
1,8,8292,0,0,0.0,0.0,0,0,18,0,1,0.0,1,0,1,0.0,0.0,19.62,1
0,9,29567,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,31.35,1
0,14,18273,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,3,0.0,0.0,59.35,1
0,5,19812,0,5,0.008,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,56.71,1
1,9,19027,0,0,0.0,0.0,0,0,2,1,2,63.8,2,0,1,63.8,63.8,96.89,1
0,11,3248,0,0,0.0,0.0,0,0,13,1,2,0.0,2,0,1,0.0,0.0,23.85,1
1,11,48402,0,2,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,24.67,1
1,9,1866,10,4,0.008,0.013,6,4,2,2,2,244.64,3,0,3,244.64,244.64,93.35,1
0,14,17781,0,2,0.0,0.0,0,2,2,0,1,0.0,1,0,1,0.0,0.0,18.16,1
0,10,42512,0,2,0.35,0.0,0,0,2,0,3,0.0,1,0,1,0.0,0.0,18.98,1
0,11,3287,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,30.32,1
0,16,19003,0,0,0.0,0.0,0,0,2,2,2,0.0,1,0,1,0.0,0.0,28.54,1
0,10,118017,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,57.64,1
0,10,220,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,22.72,1
0,9,2164,0,1,0.333,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,14.46,1
1,14,8961,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,4,0.0,0.0,78.54,1
0,7,9,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,57.47,1
0,6,581,4,16,0.01,0.019,0,6,7,1,2,0.0,1,0,1,0.0,0.0,27.91,1
0,10,2629,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,91.93,1
0,14,7628,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,18.14,1
0,7,216,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,83.83,1
3,12,367903,0,0,0.0,0.0,0,0,2,1,4,0.0,2,0,1,0.0,0.0,45.49,1
0,8,458431,0,0,0.0,0.0,0,0,2,0,3,0.0,1,0,4,0.0,0.0,3.54,1
0,3,45478,0,0,0.0,0.0,0,0,2,1,2,0.0,1,0,3,0.0,0.0,4.09,1
0,8,44876,0,0,0.0,0.0,0,0,2,2,2,29.56,2,0,4,29.56,29.56,87.01,1
0,17,8316,1,0,0.0,0.037,0,0,0,2,2,0.0,1,0,2,0.0,0.0,31.96,1
0,8,4282,2,0,0.0,0.0,2,0,13,1,1,0.0,1,0,1,0.0,0.0,94.15,1
0,14,15694,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,58.67,1
1,1,38201,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,14.66,1
0,4,1326,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,27.99,1
9,16,50269,0,0,0.0,0.0,0,0,18,0,3,0.0,1,0,5,0.0,0.0,2.51,1
0,19,2613,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,8.13,1
0,10,75371,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,3,0.0,0.0,44.09,1
0,12,12352,0,0,0.0,0.0,0,0,18,2,2,20.36,2,0,3,20.36,20.36,27.45,1
0,13,5161,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,28.72,1
0,12,0,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,61.39,1
0,11,42396,0,3,0.106,0.0,0,0,17,1,1,44.85,1,0,3,44.85,44.85,1.46,1
1,4,1476,0,0,0.0,0.0,0,0,17,0,1,0.0,1,0,1,0.0,0.0,30.0,1
0,10,80171,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,23.4,1
0,9,3175,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,23.0,1
0,16,56466,0,0,0.0,0.0,0,0,7,2,4,246.2,4,0,4,246.2,246.2,11.93,1
0,15,21759,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,2,0.0,0.0,92.15,1
0,12,16191,0,0,0.0,0.0,0,0,2,1,1,0.0,1,0,1,0.0,0.0,43.12,1
0,13,16644,0,0,0.0,0.0,0,0,13,0,1,0.0,1,0,1,0.0,0.0,42.19,1
0,13,3949,0,0,0.0,0.0,0,0,13,1,1,0.0,1,0,1,0.0,0.0,20.9,1
0,16,39541,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,5.61,1
0,14,13693,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,1,0.0,0.0,62.3,1
0,7,65606,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,13.13,1
0,2,13491,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,40.48,1
0,7,2712,0,0,0.0,0.0,0,0,2,2,2,0.0,1,0,2,0.0,0.0,61.0,1
0,6,18,0,0,0.0,0.0,0,0,0,1,1,0.0,1,0,1,0.0,0.0,24.21,1
0,9,842,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,90.0,1
0,15,2859,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,19.4,1
0,5,1896,0,0,0.0,0.0,0,0,7,0,3,0.0,1,0,2,0.0,0.0,6.9,1
0,4,13005,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,83.54,1
2,11,85918,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,46.21,1
0,9,11794,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,2,0.0,0.0,32.53,1
0,14,5080,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,49.14,1
0,5,6260,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,3,0.0,0.0,28.49,1
0,14,19306,1,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,4.15,1
1,10,70982,0,0,0.0,0.0,0,0,2,2,2,0.0,1,0,1,0.0,0.0,11.84,1
0,7,68422,0,0,0.0,0.0,0,0,17,0,1,0.0,1,0,1,0.0,0.0,27.45,1
0,17,50338,0,0,0.0,0.0,0,0,18,1,1,0.0,1,0,1,0.0,0.0,13.05,1
0,1,32922,0,0,0.0,0.0,0,0,2,2,2,107.01,2,0,3,107.01,107.01,19.59,1
0,13,18213,0,1,0.0,0.0,0,0,0,0,2,0.0,1,0,4,0.0,0.0,8.62,1
0,10,15520,9,3,0.0,0.003,6,0,0,1,2,0.0,3,0,2,0.0,0.0,92.12,1
1,6,448698,0,0,0.0,0.0,0,0,18,0,2,0.0,1,0,3,0.0,0.0,46.95,1
0,20,88801,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,52.6,1
0,2,9913,0,0,0.0,0.0,0,0,13,0,2,0.0,1,0,1,0.0,0.0,24.56,1
0,7,188468,0,0,0.0,0.0,0,0,2,2,1,0.0,1,0,1,0.0,0.0,91.9,1
0,10,330128,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,41.1,1
1,18,7617,8,4,0.002,0.007,8,4,2,0,4,0.0,1,0,1,0.0,0.0,92.8,1
0,11,7419,0,0,0.0,0.0,0,0,0,1,1,43.82,1,0,2,43.82,43.82,21.25,1
1,5,84,0,0,0.0,0.0,0,0,2,0,2,0.0,1,0,1,0.0,0.0,27.53,1
0,10,49430,0,0,0.0,0.0,0,0,7,0,1,0.0,1,0,1,0.0,0.0,22.47,1
0,7,76569,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,87.63,1
0,16,2785,0,0,0.0,0.0,0,0,2,0,1,0.0,1,0,1,0.0,0.0,95.47,1
0,4,396,0,0,0.0,0.0,0,0,17,3,3,44.24,1,0,5,44.24,44.24,44.75,1
0,6,309505,0,0,0.0,0.0,0,0,0,0,3,0.0,1,0,2,0.0,0.0,10.47,1
1,8,4121,0,0,0.0,0.0,0,0,7,1,1,0.0,1,0,1,0.0,0.0,15.09,1
0,12,454451,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,1,0.0,0.0,18.87,1
0,2,435270,0,0,0.0,0.0,0,0,0,0,1,0.0,1,0,2,0.0,0.0,7.43,1
5,11,16132,0,10,0.001,0.0,0,10,0,0,2,0.0,1,0,4,0.0,0.0,90.17,1
0,8,44731,0,0,0.0,0.0,0,0,0,0,2,0.0,1,0,3,0.0,0.0,26.42,1
